obs_number,cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
21852,926,6,0,10,1.925404968,3173,11,0.888450288,1
21853,1127,6,0,10,1.599127872,3198,11,0.888450288,1
21854,650,6,0,10,1.674728663,2753,11,0.888450288,1
21855,1018,6,0,10,1.758287431,2799,11,0.943194554,1
21856,866,6,0,10,0.719771308,2620,11,0.943194554,1
21857,1147,6,0,10,2.084564527,3123,11,0.888450288,1
21858,1059,6,0,10,0.640191528,2692,11,0.943194554,1
21859,1119,6,0,10,0.767519176,3001,11,0.888450288,1
21860,742,6,0,10,1.511590114,3135,11,0.943194554,1
21861,1004,6,0,10,2.056711604,3314,11,0.888450288,1
21862,876,6,0,10,1.694623607,3132,11,0.943194554,1
21863,1025,6,0,10,1.941320924,3279,11,0.888450288,1
21864,964,6,0,10,1.026153459,2530,11,0.943194554,1
21865,1028,6,0,10,1.463842247,3016,11,0.888450288,1
21866,1016,6,0,10,2.07262756,3516,11,0.943194554,1
21867,1048,6,0,10,1.551380004,2651,11,0.943194554,1
21868,628,6,0,10,0.377578256,2465,11,0.888450288,1
21869,913,6,0,10,2.359114767,3173,11,0.943194554,1
21870,1074,6,0,10,1.364367522,2907,11,0.943194554,1
21871,1132,6,0,10,2.494400392,3256,11,0.888450288,1
21872,1263,6,0,10,1.853783167,2776,11,0.943194554,1
21873,974,6,0,10,2.104459472,2625,11,0.888450288,1
21874,882,6,0,10,1.985089803,3099,11,0.943194554,1
21875,1015,6,0,10,1.523527081,2831,11,0.888450288,1
21876,1178,6,0,10,2.168123296,3360,11,0.888450288,1
21877,1035,6,0,10,2.526232304,3538,11,0.943194554,1
21878,1148,6,0,10,2.363093756,3122,11,0.888450288,1
21879,1222,6,0,10,2.351156789,3259,11,0.943194554,1
21880,1034,6,0,10,1.272850776,3007,11,0.888450288,1
21881,1141,6,0,10,1.945299913,3527,11,0.888450288,1
21882,1011,6,0,10,2.275555998,2945,11,0.888450288,1
21883,1212,6,0,10,3.063395816,3440,11,0.943194554,1
21884,833,6,0,10,1.097775261,3039,11,0.943194554,1
21885,951,6,0,10,1.324577633,2760,11,0.943194554,1
21886,978,6,0,10,2.056711604,3197,11,0.943194554,1
21887,830,6,0,10,1.615043828,2896,11,0.943194554,1
21888,926,6,0,10,1.806035299,2675,11,0.943194554,1
21889,1044,6,0,10,1.913468001,3228,11,0.943194554,1
21890,1087,6,0,10,1.384262467,3142,11,0.888450288,1
21891,1261,6,0,10,2.195976219,3213,11,0.943194554,1
21892,969,6,0,10,1.511590114,2982,11,0.888450288,1
21893,942,6,0,10,2.088543516,3023,11,0.943194554,1
21894,1066,6,0,10,2.188018241,3083,11,0.888450288,1
21895,1032,6,0,10,1.312640666,2885,11,0.943194554,1
21896,994,6,0,10,1.694623607,3082,11,0.943194554,1
21897,1096,6,0,10,1.380283478,2858,11,0.943194554,1
21898,856,6,0,10,1.953257891,2860,11,0.888450288,1
21899,918,6,0,10,1.531485059,2855,11,0.943194554,1
21900,815,6,0,10,1.408136401,2808,11,0.888450288,1
21901,1289,6,0,10,2.717223775,3368,11,0.888450288,1
21902,1041,6,0,10,1.424052357,3229,11,0.943194554,1
21903,1011,6,0,10,1.662791696,2959,11,0.943194554,1
21904,993,6,0,10,1.690644618,2929,11,0.888450288,1
21905,1038,6,0,10,1.579232927,3076,11,0.943194554,1
21906,987,6,0,10,1.428031346,2692,11,0.943194554,1
21907,983,6,0,10,1.396199434,2759,11,0.888450288,1
21908,628,6,0,10,0.974426603,2397,11,0.943194554,1
21909,919,6,0,10,1.595148883,3140,11,0.888450288,1
21910,1054,6,0,10,0.747624231,1985,11,0.888450288,1
21911,1031,6,0,10,0.803330076,2638,11,0.943194554,1
21912,1035,6,0,10,2.03681666,3015,11,0.888450288,1
21913,1156,6,0,10,1.965194858,2902,11,0.943194554,1
21914,712,6,0,10,0.620296584,2769,11,0.888450288,1
21915,867,6,0,10,1.400178423,2565,11,0.888450288,1
21916,887,6,0,10,0.918720757,2857,11,0.943194554,1
21917,930,6,0,10,2.164144307,3181,11,0.943194554,1
21918,1264,6,0,10,1.626980795,3032,11,0.943194554,1
21919,840,6,0,10,2.144249362,3239,11,0.943194554,1
21920,835,6,0,10,1.181334029,3097,11,0.888450288,1
21921,1009,6,0,10,2.375030723,3269,11,0.888450288,1
21922,981,6,0,10,0.449200057,2732,11,0.888450288,1
21923,1065,6,0,10,1.471800225,2927,11,0.943194554,1
21924,1123,6,0,10,0.82720401,2750,11,0.943194554,1
21925,915,6,0,10,1.754308442,3390,11,0.943194554,1
21926,885,6,0,10,0.954531658,2435,11,0.888450288,1
21927,806,6,0,10,1.806035299,3047,11,0.943194554,1
21928,1134,6,0,10,1.356409544,2869,11,0.888450288,1
21929,1025,6,0,10,2.156186329,3566,11,0.943194554,1
21930,931,6,0,10,2.291471954,3005,11,0.943194554,1
21931,966,6,0,10,1.734413497,2577,11,0.943194554,1
21932,908,6,0,10,2.601833094,3135,11,0.943194554,1
21933,867,6,0,10,2.008963737,3208,11,0.888450288,1
21934,874,6,0,10,1.467821236,2707,11,0.888450288,1
21935,1025,6,0,10,2.283513976,3353,11,0.888450288,1
21936,958,6,0,10,2.780887598,3265,11,0.943194554,1
21937,922,6,0,10,1.718497541,2869,11,0.943194554,1
21938,989,6,0,10,0.962489636,2753,11,0.888450288,1
21939,892,6,0,10,1.750329453,3022,11,0.943194554,1
21940,1270,6,0,10,2.363093756,3197,11,0.888450288,1
21941,789,6,0,10,2.012942726,3090,11,0.943194554,1
21942,1183,6,0,10,1.64687574,2605,11,0.888450288,1
21943,869,6,0,10,0.811288054,2374,11,0.943194554,1
21944,1013,6,0,10,1.929383957,2714,11,0.888450288,1
21945,1187,6,0,10,2.673454896,3422,11,0.943194554,1
21946,1132,6,0,10,1.909489012,3432,11,0.943194554,1
21947,1065,6,0,10,2.291471954,2966,11,0.888450288,1
21948,1053,6,0,10,2.084564527,3212,11,0.943194554,1
21949,1065,6,0,10,1.432010335,3081,11,0.888450288,1
21950,819,6,0,10,0.329830388,2157,11,0.943194554,1
21951,693,6,0,10,1.376304489,2600,11,0.888450288,1
21952,1043,6,0,10,2.50235837,3252,11,0.943194554,1
21953,805,6,0,10,1.057985371,2321,11,0.888450288,1
21954,1130,6,0,10,1.678707652,3017,11,0.943194554,1
21955,1300,6,0,10,1.857762156,2843,11,0.888450288,1
21956,971,6,0,10,2.164144307,3364,11,0.943194554,1
21957,860,6,0,10,0.843119966,2172,11,0.888450288,1
21958,1118,6,0,10,1.702581585,3010,11,0.888450288,1
21959,1003,6,0,10,2.315345888,3166,11,0.943194554,1
21960,978,6,0,10,1.244997853,3106,11,0.888450288,1
21961,1094,6,0,10,1.794098332,2923,11,0.943194554,1
21962,1402,6,0,10,2.450631513,3106,11,0.943194554,1
21963,1186,6,0,10,2.001005759,3134,11,0.943194554,1
21964,1184,6,0,10,1.300703699,2751,11,0.943194554,1
21965,917,6,0,10,1.969173847,2569,11,0.943194554,1
21966,1159,6,0,10,1.284787743,3061,11,0.888450288,1
21967,1023,6,0,10,1.241018864,2998,11,0.943194554,1
21968,692,6,0,10,0.461137024,2387,11,0.943194554,1
21969,1025,6,0,10,1.658812707,2732,11,0.888450288,1
21970,840,6,0,10,0.150775884,2060,11,0.943194554,1
21971,1054,6,0,10,1.603106861,2907,11,0.888450288,1
21972,1036,6,0,10,2.760992653,3190,11,0.943194554,1
21973,1137,6,0,10,2.040795648,3312,11,0.888450288,1
21974,947,6,0,10,1.089817283,2536,11,0.943194554,1
21975,941,6,0,10,1.471800225,2649,11,0.888450288,1
21976,799,6,0,10,1.72247653,3071,11,0.888450288,1
21977,980,6,0,10,1.64687574,2680,11,0.943194554,1
21978,717,6,0,10,1.360388533,2586,11,0.943194554,1
21979,1066,6,0,10,1.45190528,2776,11,0.888450288,1
21980,977,6,0,10,1.057985371,2685,11,0.943194554,1
21981,792,6,0,10,1.953257891,2694,11,0.943194554,1
21982,1076,6,0,10,2.717223775,3491,11,0.888450288,1
21983,875,6,0,10,1.014216492,2596,11,0.888450288,1
21984,1040,6,0,10,1.050027393,2888,11,0.888450288,1
21985,1135,6,0,10,1.837867211,3018,11,0.888450288,1
21986,1537,6,0,10,2.581938149,3281,11,0.888450288,1
21987,892,6,0,10,1.340493588,2422,11,0.943194554,1
21988,1276,6,0,10,2.19199723,3150,11,0.888450288,1
21989,1159,6,0,10,1.244997853,2891,11,0.888450288,1
21990,908,6,0,10,1.774203387,2642,11,0.888450288,1
21991,1220,6,0,10,2.641622984,3133,11,0.943194554,1
21992,1111,6,0,10,1.642896751,3095,11,0.888450288,1
21993,795,6,0,10,0.496947925,2143,11,0.943194554,1
21994,657,6,0,10,0.851077944,2179,11,0.888450288,1
21995,1047,6,0,10,2.068648571,3307,11,0.888450288,1
21996,1028,6,0,10,2.355135778,3241,11,0.888450288,1
21997,972,6,0,10,1.746350464,2890,11,0.943194554,1
21998,877,6,0,10,0.707834341,2798,11,0.888450288,1
21999,1130,6,0,10,1.10175425,2530,11,0.943194554,1
22000,901,6,0,10,0.783435132,2578,11,0.943194554,1
22001,1022,6,0,10,1.658812707,3000,11,0.888450288,1
22002,1033,6,0,10,2.064669582,3379,11,0.888450288,1
22003,1166,6,0,10,2.22780813,3327,11,0.943194554,1
22004,1206,6,0,10,1.869699122,2760,11,0.943194554,1
22005,1164,6,0,10,2.116396439,3399,11,0.943194554,1
22006,815,6,0,10,0.942594691,2455,11,0.888450288,1
22007,817,6,0,10,2.371051734,2887,11,0.888450288,1
22008,901,6,0,10,0.735687264,2324,11,0.943194554,1
22009,837,6,0,10,1.312640666,2756,11,0.943194554,1
22010,869,6,0,10,1.993047781,2639,11,0.943194554,1
22011,763,6,0,10,1.340493588,3016,11,0.888450288,1
22012,1112,6,0,10,1.050027393,2933,11,0.943194554,1
22013,1126,6,0,10,2.19199723,2775,11,0.943194554,1
22014,1149,6,0,10,3.47323168,3492,11,0.888450288,1
22015,1011,6,0,10,1.400178423,3320,11,0.943194554,1
22016,901,6,0,10,1.591169894,2786,11,0.943194554,1
22017,892,6,0,10,1.965194858,2925,11,0.888450288,1
22018,1045,6,0,10,2.478484436,3387,11,0.888450288,1
22019,830,6,0,10,1.810014288,3273,11,0.943194554,1
22020,994,6,0,10,1.603106861,2470,11,0.943194554,1
22021,738,6,0,10,1.02217447,2490,11,0.943194554,1
22022,1118,6,0,10,1.384262467,2659,11,0.943194554,1
22023,1101,6,0,10,2.235766108,3050,11,0.888450288,1
22024,1071,6,0,10,1.658812707,2856,11,0.888450288,1
22025,707,6,0,10,0.580506694,2234,11,0.888450288,1
22026,1009,6,0,10,1.435989324,2758,11,0.888450288,1
22027,1300,6,0,10,2.780887598,3187,11,0.943194554,1
22028,1028,6,0,10,1.376304489,3133,11,0.888450288,1
22029,912,6,0,10,1.213165941,2824,11,0.943194554,1
22030,1038,6,0,10,1.424052357,2844,11,0.888450288,1
22031,1314,6,0,10,2.100480483,3230,11,0.943194554,1
22032,940,6,0,10,2.601833094,3263,11,0.888450288,1
22033,965,6,0,10,3.409567857,3287,11,0.943194554,1
22034,1009,6,0,10,2.080585538,3129,11,0.888450288,1
22035,1049,6,0,10,1.288766732,2691,11,0.888450288,1
22036,956,6,0,10,1.76226642,2802,11,0.943194554,1
22037,856,6,0,10,1.575253938,3100,11,0.943194554,1
22038,1262,6,0,10,2.621728039,3567,11,0.943194554,1
22039,1169,6,0,10,2.355135778,3220,11,0.943194554,1
22040,1192,6,0,10,2.07262756,3180,11,0.888450288,1
22041,1148,6,0,10,2.263619031,3064,11,0.943194554,1
22042,1082,6,0,10,2.291471954,3326,11,0.943194554,1
22043,1109,6,0,10,1.077880316,3088,11,0.943194554,1
22044,943,6,0,10,1.535464048,3025,11,0.943194554,1
22045,1133,6,0,10,1.471800225,2849,11,0.888450288,1
22046,1004,6,0,10,1.825930244,2697,11,0.943194554,1
22047,689,6,0,10,1.320598644,3052,11,0.888450288,1
22048,1104,6,0,10,0.492968936,2346,11,0.943194554,1
22049,1059,6,0,10,2.263619031,3474,11,0.888450288,1
22050,1135,6,0,10,2.136291384,3067,11,0.943194554,1
22051,762,6,0,10,0.012362664,2201,11,0.943194554,1
22052,992,6,0,10,1.758287431,2978,11,0.888450288,1
22053,1021,6,0,10,1.8418462,2826,11,0.888450288,1
22054,1278,6,0,10,2.03681666,3151,11,0.943194554,1
22055,790,6,0,10,0.767519176,2342,11,0.888450288,1
22056,928,6,0,10,1.133586162,2639,11,0.943194554,1
22057,900,6,0,10,2.371051734,3076,11,0.888450288,1
22058,1002,6,0,10,2.064669582,2934,11,0.943194554,1
22059,934,6,0,10,1.197249985,2910,11,0.943194554,1
22060,963,6,0,10,2.474505447,2854,11,0.943194554,1
22061,1108,6,0,10,2.888320301,3395,11,0.943194554,1
22062,1166,6,0,10,1.081859305,2922,11,0.943194554,1
22063,1075,6,0,10,2.263619031,2935,11,0.943194554,1
22064,1096,6,0,10,1.026153459,2712,11,0.943194554,1
22065,963,6,0,10,1.750329453,3124,11,0.943194554,1
22066,1194,6,0,10,1.825930244,3528,11,0.888450288,1
22067,1218,6,0,10,2.120375428,3432,11,0.943194554,1
22068,969,6,0,10,1.559337982,3056,11,0.943194554,1
22069,1064,6,0,10,1.829909233,2879,11,0.943194554,1
22070,971,6,0,10,1.95723688,2709,11,0.943194554,1
22071,1179,6,0,10,1.76226642,2795,11,0.888450288,1
22072,1052,6,0,10,1.973152836,2716,11,0.888450288,1
22073,1063,6,0,10,0.504905903,2497,11,0.888450288,1
22074,1034,6,0,10,2.188018241,2858,11,0.888450288,1
22075,1122,6,0,10,1.503632137,3043,11,0.943194554,1
22076,1164,6,0,10,1.698602596,2707,11,0.888450288,1
22077,810,6,0,10,1.221123919,2425,11,0.888450288,1
22078,1239,6,0,10,2.060690593,3181,11,0.943194554,1
22079,764,6,0,10,0.687939396,2614,11,0.943194554,1
22080,1066,6,0,10,3.230513353,3114,11,0.943194554,1
22081,974,6,0,10,1.225102908,2497,11,0.888450288,1
22082,984,6,0,10,1.8418462,3067,11,0.943194554,1
22083,958,6,0,10,1.161439084,2955,11,0.888450288,1
22084,1018,6,0,10,2.339219822,2982,11,0.943194554,1
22085,1079,6,0,10,1.121649195,2897,11,0.888450288,1
22086,1101,6,0,10,2.784866587,3315,11,0.888450288,1
22087,863,6,0,10,1.344472577,2655,11,0.943194554,1
22088,975,6,0,10,1.563316971,2814,11,0.943194554,1
22089,762,6,0,10,1.018195481,2871,11,0.943194554,1
22090,891,6,0,10,1.718497541,2778,11,0.888450288,1
22091,964,6,0,10,1.547401015,2977,11,0.943194554,1
22092,899,6,0,10,1.718497541,2807,11,0.888450288,1
22093,1106,6,0,10,2.184039252,3146,11,0.943194554,1
22094,815,6,0,10,2.335240833,2977,11,0.943194554,1
22095,1126,6,0,10,1.328556622,2715,11,0.888450288,1
22096,833,6,0,10,1.089817283,2585,11,0.943194554,1
22097,738,6,0,10,0.325851399,2500,11,0.943194554,1
22098,1025,6,0,10,1.953257891,3128,11,0.943194554,1
22099,882,6,0,10,2.108438461,3191,11,0.943194554,1
22100,871,6,0,10,1.555358993,3161,11,0.888450288,1
22101,907,6,0,10,1.810014288,3107,11,0.943194554,1
22102,1158,6,0,10,2.402883645,3171,11,0.943194554,1
22103,1178,6,0,10,2.279534987,3489,11,0.943194554,1
22104,654,6,0,10,1.117670206,3049,11,0.943194554,1
22105,929,6,0,10,2.406862634,2973,11,0.888450288,1
22106,957,6,0,10,1.042069415,2512,11,0.943194554,1
22107,906,6,0,10,2.510316348,3382,11,0.943194554,1
22108,1047,6,0,10,1.993047781,3275,11,0.943194554,1
22109,720,6,0,10,0.986363569,2317,11,0.943194554,1
22110,1142,6,0,10,2.104459472,3557,11,0.888450288,1
22111,806,6,0,10,1.742371475,2877,11,0.943194554,1
22112,978,6,0,10,0.564590738,2927,11,0.888450288,1
22113,1067,6,0,10,1.097775261,2700,11,0.888450288,1
22114,882,6,0,10,1.670749674,2698,11,0.888450288,1
22115,966,6,0,10,2.223829141,2804,11,0.888450288,1
22116,870,6,0,10,1.169397062,2842,11,0.888450288,1
22117,930,6,0,10,0.962489636,2697,11,0.943194554,1
22118,1085,6,0,10,2.315345888,3407,11,0.943194554,1
22119,1098,6,0,10,1.790119343,2891,11,0.943194554,1
22120,907,6,0,10,2.172102285,2843,11,0.888450288,1
22121,885,6,0,10,2.092522505,2851,11,0.943194554,1
22122,872,6,0,10,1.535464048,3150,11,0.888450288,1
22123,953,6,0,10,1.276829765,2798,11,0.943194554,1
22124,915,6,0,10,1.861741144,2797,11,0.888450288,1
22125,900,6,0,10,1.205207963,2631,11,0.888450288,1
22126,1160,6,0,10,1.467821236,2468,11,0.888450288,1
22127,1170,6,0,10,1.925404968,2964,11,0.888450288,1
22128,908,6,0,10,2.239745097,2723,11,0.943194554,1
22129,1103,6,0,10,2.03681666,3309,11,0.888450288,1
22130,1066,6,0,10,2.235766108,3314,11,0.943194554,1
22131,904,6,0,10,1.304682688,2539,11,0.943194554,1
22132,1001,6,0,10,1.825930244,2744,11,0.888450288,1
22133,1072,6,0,10,2.669475907,3079,11,0.943194554,1
22134,1017,6,0,10,1.3723255,2823,11,0.888450288,1
22135,1076,6,0,10,1.845825189,3290,11,0.943194554,1
22136,1237,6,0,10,2.311366899,2927,11,0.888450288,1
22137,1065,6,0,10,2.001005759,3347,11,0.888450288,1
22138,989,6,0,10,2.03681666,3433,11,0.888450288,1
22139,672,6,0,10,0.349725333,2467,11,0.943194554,1
22140,914,6,0,10,2.239745097,2895,11,0.943194554,1
22141,898,6,0,10,1.893573056,2729,11,0.943194554,1
22142,1038,6,0,10,2.57795916,2726,11,0.888450288,1
22143,955,6,0,10,0.934636713,2454,11,0.888450288,1
22144,998,6,0,10,2.199955208,2873,11,0.888450288,1
22145,949,6,0,10,1.312640666,2831,11,0.888450288,1
22146,990,6,0,10,2.128333406,3027,11,0.888450288,1
22147,1144,6,0,10,1.603106861,3316,11,0.943194554,1
22148,917,6,0,10,1.798077321,2972,11,0.943194554,1
22149,754,6,0,10,1.758287431,3005,11,0.888450288,1
22150,916,6,0,10,0.624275573,1988,11,0.888450288,1
22151,833,6,0,10,1.404157412,2641,11,0.943194554,1
22152,827,6,0,10,0.357683311,2521,11,0.943194554,1
22153,829,6,0,10,1.248976842,2990,11,0.888450288,1
22154,1229,6,0,10,2.012942726,3304,11,0.888450288,1
22155,988,6,0,10,1.316619655,2927,11,0.888450288,1
22156,1075,6,0,10,1.511590114,2955,11,0.888450288,1
22157,1062,6,0,10,1.710539563,3089,11,0.943194554,1
22158,917,6,0,10,2.621728039,3283,11,0.888450288,1
22159,1181,6,0,10,2.394925667,2818,11,0.888450288,1
22160,1140,6,0,10,2.46256848,3160,11,0.943194554,1
22161,890,6,0,10,1.698602596,2940,11,0.943194554,1
22162,1028,6,0,10,1.969173847,2934,11,0.888450288,1
22163,997,6,0,10,0.67202344,2767,11,0.888450288,1
22164,1354,6,0,10,2.303408921,3123,11,0.888450288,1
22165,941,6,0,10,0.739666253,2282,11,0.888450288,1
22166,1180,6,0,10,1.523527081,2798,11,0.888450288,1
22167,870,6,0,10,1.113691217,2131,11,0.943194554,1
22168,1043,6,0,10,1.495674159,2606,11,0.943194554,1
22169,722,6,0,10,1.845825189,3101,11,0.888450288,1
22170,923,6,0,10,1.169397062,3080,11,0.888450288,1
22171,945,6,0,10,1.969173847,2888,11,0.888450288,1
22172,1051,6,0,10,1.432010335,2876,11,0.943194554,1
22173,1075,6,0,10,1.519548092,2594,11,0.888450288,1
22174,1229,6,0,10,2.096501494,3225,11,0.888450288,1
22175,1101,6,0,10,2.279534987,3009,11,0.888450288,1
22176,844,6,0,10,1.670749674,3269,11,0.943194554,1
22177,1055,6,0,10,2.104459472,2896,11,0.888450288,1
22178,851,6,0,10,1.392220445,2909,11,0.888450288,1
22179,1192,6,0,10,1.268871787,2561,11,0.888450288,1
22180,964,6,0,10,1.443947302,2810,11,0.943194554,1
22181,1062,6,0,10,1.109712228,2591,11,0.943194554,1
22182,1028,6,0,10,1.563316971,3277,11,0.888450288,1
22183,1013,6,0,10,1.424052357,3005,11,0.888450288,1
22184,796,6,0,10,1.682686641,3072,11,0.943194554,1
22185,949,6,0,10,1.806035299,3119,11,0.943194554,1
22186,367,2,0,10,0.549526176,797,11,0.888450288,1
22187,217,5,0,10,0.987214963,544,11,0.943194554,1
22188,446,2,0,10,0.585337077,723,12,0.943194554,1
22189,313,5,0,10,0.537589209,656,11,0.943194554,1
22190,293,2,0,10,0.485862352,780,12,0.943194554,1
22191,330,2,0,10,0.859887316,678,11,0.943194554,1
22192,313,2,0,10,0.84397136,705,12,0.943194554,1
22193,357,2,0,10,0.847950349,587,12,0.888450288,1
22194,348,5,0,10,0.458009429,674,12,0.888450288,1
22195,338,5,0,10,0.513715275,734,11,0.888450288,1
22196,225,5,0,10,0.565442132,695,11,0.888450288,1
22197,334,5,0,10,0.605232022,660,11,0.888450288,1
22198,331,2,0,10,0.939467096,717,12,0.888450288,1
22199,387,2,0,10,0.545547187,805,12,0.943194554,1
22200,350,5,0,10,0.788265515,603,12,0.943194554,1
22201,366,2,0,10,0.362513694,783,11,0.943194554,1
22202,244,5,0,10,0.851929338,692,12,0.888450288,1
22203,315,2,0,10,0.406282573,721,12,0.888450288,1
22204,234,2,0,10,0.828055404,562,12,0.888450288,1
22205,354,5,0,10,0.545547187,787,11,0.943194554,1
22206,432,2,0,10,0.692769779,710,11,0.888450288,1
22207,280,5,0,10,0.832034393,647,12,0.888450288,1
22208,325,5,0,10,0.907635184,609,11,0.943194554,1
22209,276,2,0,10,0.605232022,656,11,0.943194554,1
22210,375,5,0,10,0.629105955,766,12,0.943194554,1
22211,321,2,0,10,0.664916856,775,12,0.943194554,1
22212,357,2,0,10,0.625126966,714,11,0.943194554,1
22213,495,5,0,10,0.426177518,823,12,0.888450288,1
22214,380,5,0,10,0.704706746,739,12,0.888450288,1
22215,460,5,0,10,0.49382033,796,12,0.888450288,1
22216,333,2,0,10,0.461988418,772,11,0.943194554,1
22217,388,2,0,10,0.832034393,725,12,0.888450288,1
22218,299,2,0,10,0.863866305,716,12,0.888450288,1
22219,334,5,0,10,0.780307537,594,11,0.888450288,1
22220,323,2,0,10,0.752454614,611,12,0.943194554,1
22221,442,2,0,10,0.672874834,729,12,0.888450288,1
22222,352,5,0,10,0.342618749,784,11,0.943194554,1
22223,443,2,0,10,0.477904374,784,11,0.888450288,1
22224,256,5,0,10,0.855908327,652,11,0.888450288,1
22225,208,5,0,10,0.465967407,719,11,0.888450288,1
22226,356,5,0,10,0.637063933,649,11,0.943194554,1
22227,354,5,0,10,0.672874834,617,11,0.888450288,1
22228,343,5,0,10,0.641042922,657,11,0.888450288,1
22229,287,5,0,10,0.617168988,704,12,0.888450288,1
22230,434,2,0,10,0.716643713,780,11,0.943194554,1
22231,359,2,0,10,0.696748768,642,11,0.943194554,1
22232,373,2,0,10,0.334660771,790,11,0.888450288,1
22233,224,2,0,10,1.034962831,559,11,0.943194554,1
22234,336,2,0,10,0.668895845,616,11,0.888450288,1
22235,344,5,0,10,0.764391581,692,12,0.943194554,1
22236,476,2,0,10,0.53361022,769,11,0.888450288,1
22237,400,2,0,10,0.553505165,650,12,0.943194554,1
22238,427,5,0,10,0.438114484,688,12,0.943194554,1
22239,353,5,0,10,0.621147977,569,11,0.943194554,1
22240,328,5,0,10,0.430156507,719,12,0.888450288,1
22241,226,2,0,10,0.947425074,723,12,0.943194554,1
22242,301,5,0,10,1.023025864,627,11,0.943194554,1
22243,398,2,0,10,1.07873171,620,12,0.943194554,1
22244,306,5,0,10,0.581358088,751,11,0.888450288,1
22245,212,2,0,10,0.676853823,634,12,0.943194554,1
22246,414,2,0,10,0.302828859,788,11,0.943194554,1
22247,446,5,0,10,0.302828859,801,11,0.943194554,1
22248,258,5,0,10,0.895698217,568,11,0.888450288,1
22249,454,5,0,10,0.597274044,701,12,0.943194554,1
22250,250,2,0,10,0.855908327,730,11,0.888450288,1
22251,291,5,0,10,0.724601691,692,11,0.888450288,1
22252,386,2,0,10,0.863866305,717,12,0.888450288,1
22253,180,5,0,10,0.895698217,602,12,0.943194554,1
22254,296,5,0,10,0.784286526,659,12,0.888450288,1
22255,365,5,0,10,0.68879079,633,12,0.943194554,1
22256,336,2,0,10,0.609211011,764,12,0.943194554,1
22257,398,2,0,10,0.664916856,799,11,0.943194554,1
22258,335,2,0,10,0.621147977,688,12,0.943194554,1
22259,346,5,0,10,0.589316066,802,12,0.888450288,1
22260,448,5,0,10,0.354555716,794,11,0.943194554,1
22261,335,2,0,10,0.6490009,577,11,0.888450288,1
22262,357,5,0,10,0.517694264,658,12,0.888450288,1
22263,367,2,0,10,0.625126966,788,11,0.943194554,1
22264,264,5,0,10,0.760412592,635,11,0.888450288,1
22265,265,5,0,10,0.959362041,653,12,0.943194554,1
22266,419,5,0,10,0.541568198,806,12,0.943194554,1
22267,323,2,0,10,0.517694264,795,12,0.888450288,1
22268,342,2,0,10,0.832034393,650,11,0.943194554,1
22269,277,2,0,10,0.879782261,630,12,0.888450288,1
22270,223,5,0,10,0.645021911,632,12,0.888450288,1
22271,453,2,0,10,0.593295055,811,11,0.943194554,1
22272,324,2,0,10,0.772349559,711,12,0.888450288,1
22273,419,5,0,10,0.410261562,754,12,0.888450288,1
22274,364,5,0,10,0.434135496,593,11,0.943194554,1
22275,276,5,0,10,0.744496636,645,12,0.888450288,1
22276,342,5,0,10,0.501778308,677,11,0.943194554,1
22277,279,5,0,10,0.955383052,662,12,0.888450288,1
22278,485,5,0,10,0.633084944,754,12,0.943194554,1
22279,453,5,0,10,0.525652242,683,11,0.943194554,1
22280,260,5,0,10,1.007109908,512,11,0.888450288,1
22281,387,2,0,10,0.744496636,702,11,0.888450288,1
22282,322,2,0,10,0.760412592,784,12,0.888450288,1
22283,310,5,0,10,0.302828859,875,11,0.888450288,1
22284,227,2,0,10,1.214017335,550,12,0.888450288,1
22285,433,5,0,10,0.633084944,657,12,0.943194554,1
22286,385,5,0,10,0.80418147,660,12,0.943194554,1
22287,354,2,0,10,0.549526176,648,11,0.888450288,1
22288,383,5,0,10,0.744496636,727,11,0.888450288,1
22289,295,5,0,10,0.696748768,659,12,0.888450288,1
22290,335,2,0,10,0.692769779,637,12,0.888450288,1
22291,400,5,0,10,0.366492683,773,11,0.943194554,1
22292,301,5,0,10,0.879782261,630,11,0.943194554,1
22293,446,2,0,10,0.756433603,754,11,0.888450288,1
22294,223,5,0,10,0.959362041,557,12,0.943194554,1
22295,302,2,0,10,0.597274044,772,11,0.888450288,1
22296,367,2,0,10,0.96334103,603,11,0.943194554,1
22297,373,5,0,10,0.879782261,653,12,0.888450288,1
22298,304,2,0,10,0.680832812,740,11,0.888450288,1
22299,352,5,0,10,0.41821954,789,11,0.888450288,1
22300,340,5,0,10,0.684811801,726,12,0.943194554,1
22301,460,2,0,10,0.465967407,795,11,0.888450288,1
22302,399,5,0,10,0.664916856,634,11,0.888450288,1
22303,448,2,0,10,0.49382033,693,12,0.943194554,1
22304,157,2,0,10,0.975277996,616,11,0.943194554,1
22305,328,2,0,10,0.832034393,570,12,0.943194554,1
22306,294,5,0,10,0.700727757,549,11,0.943194554,1
22307,466,5,0,10,0.406282573,780,12,0.888450288,1
22308,303,2,0,10,0.641042922,654,12,0.943194554,1
22309,308,5,0,10,0.589316066,775,12,0.888450288,1
22310,393,5,0,10,0.382408639,740,11,0.888450288,1
22311,344,2,0,10,0.788265515,606,12,0.888450288,1
22312,504,2,0,10,0.235186047,746,12,0.943194554,1
22313,300,5,0,10,0.541568198,742,12,0.943194554,1
22314,341,2,0,10,0.585337077,813,11,0.888450288,1
